filename,label
ILSVRC2012_val_00013716.JPEG,0
ILSVRC2012_val_00020785.JPEG,1
ILSVRC2012_val_00037998.JPEG,2
ILSVRC2012_val_00029568.JPEG,3
ILSVRC2012_val_00031424.JPEG,4
ILSVRC2012_val_00014741.JPEG,5
ILSVRC2012_val_00043702.JPEG,6
ILSVRC2012_val_00035104.JPEG,7
ILSVRC2012_val_00049833.JPEG,8
ILSVRC2012_val_00044975.JPEG,9
ILSVRC2012_val_00045415.JPEG,10
ILSVRC2012_val_00030320.JPEG,11
ILSVRC2012_val_00013367.JPEG,12
ILSVRC2012_val_00026687.JPEG,13
ILSVRC2012_val_00037454.JPEG,14
ILSVRC2012_val_00005833.JPEG,15
ILSVRC2012_val_00014678.JPEG,16
ILSVRC2012_val_00032586.JPEG,17
ILSVRC2012_val_00008512.JPEG,18
ILSVRC2012_val_00020660.JPEG,19
ILSVRC2012_val_00033770.JPEG,20
ILSVRC2012_val_00004381.JPEG,21
ILSVRC2012_val_00003330.JPEG,22
ILSVRC2012_val_00032889.JPEG,23
ILSVRC2012_val_00006916.JPEG,24
ILSVRC2012_val_00009616.JPEG,25
ILSVRC2012_val_00045451.JPEG,26
ILSVRC2012_val_00009677.JPEG,27
ILSVRC2012_val_00007050.JPEG,28
ILSVRC2012_val_00017228.JPEG,29
ILSVRC2012_val_00019578.JPEG,30
ILSVRC2012_val_00025717.JPEG,31
ILSVRC2012_val_00019834.JPEG,32
ILSVRC2012_val_00046069.JPEG,33
ILSVRC2012_val_00006305.JPEG,34
ILSVRC2012_val_00012732.JPEG,35
ILSVRC2012_val_00032135.JPEG,36
ILSVRC2012_val_00037739.JPEG,37
ILSVRC2012_val_00009966.JPEG,38
ILSVRC2012_val_00004622.JPEG,39
ILSVRC2012_val_00007258.JPEG,40
ILSVRC2012_val_00046640.JPEG,41
ILSVRC2012_val_00041169.JPEG,42
ILSVRC2012_val_00005056.JPEG,43
ILSVRC2012_val_00049635.JPEG,44
ILSVRC2012_val_00039708.JPEG,45
ILSVRC2012_val_00026648.JPEG,46
ILSVRC2012_val_00012819.JPEG,47
ILSVRC2012_val_00034669.JPEG,48
ILSVRC2012_val_00006286.JPEG,49
ILSVRC2012_val_00031637.JPEG,50
ILSVRC2012_val_00048791.JPEG,51
ILSVRC2012_val_00027680.JPEG,52
ILSVRC2012_val_00019966.JPEG,53
ILSVRC2012_val_00028577.JPEG,54
ILSVRC2012_val_00005050.JPEG,55
ILSVRC2012_val_00019858.JPEG,56
ILSVRC2012_val_00026122.JPEG,57
ILSVRC2012_val_00028076.JPEG,58
ILSVRC2012_val_00022643.JPEG,59
ILSVRC2012_val_00033547.JPEG,60
ILSVRC2012_val_00028810.JPEG,61
ILSVRC2012_val_00049162.JPEG,62
ILSVRC2012_val_00027824.JPEG,63
ILSVRC2012_val_00038890.JPEG,64
ILSVRC2012_val_00033157.JPEG,65
ILSVRC2012_val_00048041.JPEG,66
ILSVRC2012_val_00001593.JPEG,67
ILSVRC2012_val_00036901.JPEG,68
ILSVRC2012_val_00009499.JPEG,69
ILSVRC2012_val_00000107.JPEG,70
ILSVRC2012_val_00015957.JPEG,71
ILSVRC2012_val_00047194.JPEG,72
ILSVRC2012_val_00046074.JPEG,73
ILSVRC2012_val_00015751.JPEG,74
ILSVRC2012_val_00038183.JPEG,75
ILSVRC2012_val_00023425.JPEG,76
ILSVRC2012_val_00008224.JPEG,77
ILSVRC2012_val_00002957.JPEG,78
ILSVRC2012_val_00017806.JPEG,79
ILSVRC2012_val_00007126.JPEG,80
ILSVRC2012_val_00048825.JPEG,81
ILSVRC2012_val_00043258.JPEG,82
ILSVRC2012_val_00002395.JPEG,83
ILSVRC2012_val_00043483.JPEG,84
ILSVRC2012_val_00026481.JPEG,85
ILSVRC2012_val_00040524.JPEG,86
ILSVRC2012_val_00004503.JPEG,87
ILSVRC2012_val_00040359.JPEG,88
ILSVRC2012_val_00028667.JPEG,89
ILSVRC2012_val_00024121.JPEG,90
ILSVRC2012_val_00015690.JPEG,91
ILSVRC2012_val_00000051.JPEG,92
ILSVRC2012_val_00007793.JPEG,93
ILSVRC2012_val_00016746.JPEG,94
ILSVRC2012_val_00011605.JPEG,95
ILSVRC2012_val_00024525.JPEG,96
ILSVRC2012_val_00045837.JPEG,97
ILSVRC2012_val_00015322.JPEG,98
ILSVRC2012_val_00047025.JPEG,99
ILSVRC2012_val_00027816.JPEG,100
ILSVRC2012_val_00045814.JPEG,101
ILSVRC2012_val_00018132.JPEG,102
ILSVRC2012_val_00016096.JPEG,103
ILSVRC2012_val_00049331.JPEG,104
ILSVRC2012_val_00027599.JPEG,105
ILSVRC2012_val_00013922.JPEG,106
ILSVRC2012_val_00016200.JPEG,107
ILSVRC2012_val_00014486.JPEG,108
ILSVRC2012_val_00000371.JPEG,109
ILSVRC2012_val_00012564.JPEG,110
ILSVRC2012_val_00020370.JPEG,111
ILSVRC2012_val_00031734.JPEG,112
ILSVRC2012_val_00010996.JPEG,113
ILSVRC2012_val_00038708.JPEG,114
ILSVRC2012_val_00000154.JPEG,115
ILSVRC2012_val_00020627.JPEG,116
ILSVRC2012_val_00007454.JPEG,117
ILSVRC2012_val_00008705.JPEG,118
ILSVRC2012_val_00033014.JPEG,119
ILSVRC2012_val_00036212.JPEG,120
ILSVRC2012_val_00018750.JPEG,121
ILSVRC2012_val_00047059.JPEG,122
ILSVRC2012_val_00037235.JPEG,123
ILSVRC2012_val_00033188.JPEG,124
ILSVRC2012_val_00023951.JPEG,125
ILSVRC2012_val_00042476.JPEG,126
ILSVRC2012_val_00037678.JPEG,127
ILSVRC2012_val_00002858.JPEG,128
ILSVRC2012_val_00017069.JPEG,129
ILSVRC2012_val_00036500.JPEG,130
ILSVRC2012_val_00000794.JPEG,131
ILSVRC2012_val_00024166.JPEG,132
ILSVRC2012_val_00046602.JPEG,133
ILSVRC2012_val_00022463.JPEG,134
ILSVRC2012_val_00019998.JPEG,135
ILSVRC2012_val_00037233.JPEG,136
ILSVRC2012_val_00034734.JPEG,137
ILSVRC2012_val_00042825.JPEG,138
ILSVRC2012_val_00002265.JPEG,139
ILSVRC2012_val_00026044.JPEG,140
ILSVRC2012_val_00013192.JPEG,141
ILSVRC2012_val_00029782.JPEG,142
ILSVRC2012_val_00011052.JPEG,143
ILSVRC2012_val_00030044.JPEG,144
ILSVRC2012_val_00026807.JPEG,145
ILSVRC2012_val_00037746.JPEG,146
ILSVRC2012_val_00029505.JPEG,147
ILSVRC2012_val_00015842.JPEG,148
ILSVRC2012_val_00014550.JPEG,149
ILSVRC2012_val_00005360.JPEG,150
ILSVRC2012_val_00026910.JPEG,151
ILSVRC2012_val_00009247.JPEG,152
ILSVRC2012_val_00043839.JPEG,153
ILSVRC2012_val_00010772.JPEG,154
ILSVRC2012_val_00007958.JPEG,155
ILSVRC2012_val_00008975.JPEG,156
ILSVRC2012_val_00033773.JPEG,157
ILSVRC2012_val_00019124.JPEG,158
ILSVRC2012_val_00006900.JPEG,159
ILSVRC2012_val_00036395.JPEG,160
ILSVRC2012_val_00023250.JPEG,161
ILSVRC2012_val_00042258.JPEG,162
ILSVRC2012_val_00000141.JPEG,163
ILSVRC2012_val_00023171.JPEG,164
ILSVRC2012_val_00023203.JPEG,165
ILSVRC2012_val_00003646.JPEG,166
ILSVRC2012_val_00048007.JPEG,167
ILSVRC2012_val_00015885.JPEG,168
ILSVRC2012_val_00049861.JPEG,169
ILSVRC2012_val_00020082.JPEG,170
ILSVRC2012_val_00019743.JPEG,171
ILSVRC2012_val_00042414.JPEG,172
ILSVRC2012_val_00004434.JPEG,173
ILSVRC2012_val_00040052.JPEG,174
ILSVRC2012_val_00014357.JPEG,175
ILSVRC2012_val_00039822.JPEG,176
ILSVRC2012_val_00031364.JPEG,177
ILSVRC2012_val_00031532.JPEG,178
ILSVRC2012_val_00011925.JPEG,179
ILSVRC2012_val_00019276.JPEG,180
ILSVRC2012_val_00037111.JPEG,181
ILSVRC2012_val_00004053.JPEG,182
ILSVRC2012_val_00027743.JPEG,183
ILSVRC2012_val_00016922.JPEG,184
ILSVRC2012_val_00000391.JPEG,185
ILSVRC2012_val_00045518.JPEG,186
ILSVRC2012_val_00044200.JPEG,187
ILSVRC2012_val_00043157.JPEG,188
ILSVRC2012_val_00046999.JPEG,189
ILSVRC2012_val_00000474.JPEG,190
ILSVRC2012_val_00041551.JPEG,191
ILSVRC2012_val_00023164.JPEG,192
ILSVRC2012_val_00019830.JPEG,193
ILSVRC2012_val_00005365.JPEG,194
ILSVRC2012_val_00011673.JPEG,195
ILSVRC2012_val_00008930.JPEG,196
ILSVRC2012_val_00011340.JPEG,197
ILSVRC2012_val_00022042.JPEG,198
ILSVRC2012_val_00029657.JPEG,199
ILSVRC2012_val_00044819.JPEG,200
ILSVRC2012_val_00026153.JPEG,201
ILSVRC2012_val_00034514.JPEG,202
ILSVRC2012_val_00020651.JPEG,203
ILSVRC2012_val_00005255.JPEG,204
ILSVRC2012_val_00008395.JPEG,205
ILSVRC2012_val_00031534.JPEG,206
